Date,Open,High,Low,Close,Volume,Adj Close
2012-02-21,3.57,3.59,3.53,3.53,23200,3.18
2012-02-20,3.50,3.58,3.49,3.57,27800,3.22
2012-02-17,3.50,3.51,3.48,3.50,27200,3.16
2012-02-16,3.46,3.51,3.46,3.46,24000,3.12
2012-02-15,3.46,3.48,3.46,3.46,6100,3.12
2012-02-14,3.46,3.48,3.45,3.48,20000,3.14
2012-02-13,3.43,3.47,3.43,3.46,15400,3.12
2012-02-10,3.42,3.46,3.41,3.46,28400,3.12
2012-02-09,3.43,3.45,3.41,3.45,19100,3.11
2012-02-08,3.44,3.44,3.41,3.44,22600,3.10
2012-02-07,3.45,3.45,3.41,3.44,15500,3.10
2012-02-06,3.43,3.45,3.39,3.45,15800,3.11
2012-02-03,3.49,3.51,3.47,3.47,25500,3.13
2012-02-02,3.43,3.46,3.43,3.46,5700,3.12
2012-02-01,3.40,3.46,3.39,3.39,35700,3.06
2012-01-31,3.40,3.43,3.40,3.43,4600,3.09
2012-01-30,3.43,3.50,3.39,3.39,25000,3.06
2012-01-27,3.39,3.41,3.39,3.40,23600,3.07
2012-01-26,3.41,3.41,3.41,3.41,000,3.08
2012-01-25,3.40,3.41,3.39,3.41,11300,3.08
2012-01-24,3.40,3.41,3.39,3.41,20900,3.08
2012-01-23,3.41,3.41,3.38,3.39,19400,3.06
2012-01-20,3.40,3.41,3.39,3.39,17400,3.06
2012-01-19,3.40,3.41,3.40,3.40,5900,3.07
2012-01-18,3.38,3.41,3.38,3.41,19200,3.08
2012-01-17,3.42,3.44,3.38,3.40,39500,3.07
2012-01-16,3.42,3.45,3.40,3.40,48200,3.07
2012-01-13,3.40,3.45,3.40,3.45,14600,3.11
2012-01-12,3.40,3.44,3.38,3.40,42300,3.07
2012-01-11,3.41,3.42,3.40,3.42,6500,3.09
2012-01-10,3.42,3.42,3.37,3.42,14000,3.09
2012-01-09,3.48,3.48,3.40,3.40,5400,3.07
2012-01-06,3.40,3.40,3.38,3.38,5800,3.05
2012-01-05,3.42,3.42,3.37,3.37,6000,3.04
2012-01-04,3.43,3.43,3.37,3.37,8100,3.04
2012-01-03,3.36,3.39,3.35,3.39,5300,3.06
2012-01-02,3.36,3.36,3.36,3.36,000,3.03
2011-12-30,3.36,3.37,3.36,3.36,8700,3.03
2011-12-29,3.36,3.36,3.36,3.36,300,3.03
2011-12-28,3.40,3.40,3.35,3.35,4000,3.02
2011-12-27,3.38,3.38,3.38,3.38,000,3.05
2011-12-26,3.38,3.38,3.38,3.38,000,3.05
2011-12-23,3.35,3.36,3.35,3.35,4000,3.02
2011-12-22,3.41,3.41,3.38,3.38,7200,3.05
2011-12-21,3.35,3.48,3.35,3.41,19900,3.08
2011-12-20,3.30,3.35,3.28,3.33,38200,3.00
2011-12-19,3.49,3.49,3.35,3.35,84800,3.02
2011-12-16,3.50,3.52,3.49,3.49,22400,3.15
